Numer	Journal	Field
	Electronic Journal of Pathology and Histology	Clinical Medicine
	Endocrine Pathology	Clinical Medicine
	Fetal & Pediatric Pathology (Informa)	Clinical Medicine
	Histopathology	Clinical Medicine
	Human Pathology	Clinical Medicine
	Indian Journal of Pathology and Microbiology	Clinical Medicine
	International Journal of Experimental Pathology	Clinical Medicine
	International Journal of Gynecological Pathology	Clinical Medicine
	International Journal of Surgical Pathology	Clinical Medicine
	Journal of histotechnology	Clinical Medicine
	Journal of submicroscopic cytology and pathology	Clinical Medicine
	Laboratory Investigation	Clinical Medicine
	Laboratory medicine	Clinical Medicine
	Modern Pathology	Clinical Medicine
	Molecular pathology : MP	Clinical Medicine
	Pathologica	Clinical Medicine
	Pathology	Clinical Medicine
	Pathology - Research and Practice	Clinical Medicine
	Pathology Case Reviews	Clinical Medicine
	Pathology International	Clinical Medicine
	Pediatric and developmental pathology : the official journal of the Society for Pediatric Pathology and the Paediatric Pathology Society	Clinical Medicine
	Polish journal of pathology : official journal of the Polish Society of Pathologists	Clinical Medicine
	Seminars in Diagnostic Pathology	Clinical Medicine
	The American journal of pathology	Clinical Medicine
	The Journal of molecular diagnostics : JMD	Clinical Medicine
	The Journal of Pathology	Clinical Medicine
	The Malaysian journal of pathology	Clinical Medicine
	Ultrastructural Pathology (Informa)	Clinical Medicine
	Virchows Archiv	Clinical Medicine
	Zhonghua bing li xue za zhi Chinese journal of pathology	Clinical Medicine
	Acta medica auxologica	Clinical Medicine
	Acta Paediatrica	Clinical Medicine
	Acta paediatrica (Oslo, Norway : 1992). Supplement	Clinical Medicine
	Acta paediatrica Japonica; Overseas edition	Clinical Medicine
	Acta paediatrica Taiwanica = Taiwan er ke yi xue hui za zhi	Clinical Medicine
	Acta pediatrica espanola	Clinical Medicine
	Adolescent medicine (Philadelphia, Pa.)	Clinical Medicine
	Adolescent medicine clinics	Clinical Medicine
	Advances in Neonatal Care (Elsevier)	Clinical Medicine
	Advances in Pediatrics	Clinical Medicine
	Ambulatory Child Health	Clinical Medicine
	Ambulatory Pediatrics	Clinical Medicine
	Anales de pediatria (Barcelona, Spain : 2003)	Clinical Medicine
	Anales de Pediatria Continuada	Clinical Medicine
	Anales espanoles de pediatria	Clinical Medicine
	Annales de pediatrie	Clinical Medicine
	Annales Nestle [English ed.]	Clinical Medicine
	Annals of Tropical Paediatrics	Clinical Medicine
	Archives de Pediatrie	Clinical Medicine
	Archives of Disease in Childhood	Clinical Medicine
	Archives of disease in childhood. Education and practice edition	Clinical Medicine
	Archives of Disease in Childhood: Fetal and Neonatal Edition	Clinical Medicine
	Archives of Pediatrics and Adolescent Medicine	Clinical Medicine
	Biology of the neonate	Clinical Medicine
	BMC Pediatrics	Clinical Medicine
	Breastfeeding Medicine	Clinical Medicine
	Ceskoslovenska pediatrie	Clinical Medicine
	Clinical Pediatrics	Clinical Medicine
	Clinics in Perinatology	Clinical Medicine
	Cocuk Sagligi ve Hastaliklari Dergisi	Clinical Medicine
	Current Opinion in Pediatrics	Clinical Medicine
	Current Paediatrics	Clinical Medicine
	Current Pediatric Reviews	Clinical Medicine
	Current Problems in Pediatric and Adolescent Health Care	Clinical Medicine
	Current Problems in Pediatrics	Clinical Medicine
	Developmental Medicine & Child Neurology	Clinical Medicine
	Early Human Development	Clinical Medicine
	European Journal of Pediatric Surgery	Clinical Medicine
	European Journal of Pediatrics	Clinical Medicine
	European Journal of Pediatrics, Supplement	Clinical Medicine
	Hong Kong Journal of Paediatrics	Clinical Medicine
	Indian Pediatrics	Clinical Medicine
	International Breastfeeding Journal	Clinical Medicine
	International Journal of Pediatric Hematology/Oncology	Clinical Medicine
	International pediatrics : the journal of the Miami Children's Hospital	Clinical Medicine
	Jornal de pediatria	Clinical Medicine
	Journal de Pediatrie et de Puericulture	Clinical Medicine
	Journal of Human Lactation	Clinical Medicine
	Journal of Indian Association of Pediatric Surgeons	Clinical Medicine
	Journal of Paediatrics and Child Health	Clinical Medicine
	Journal of Pediatric Health Care	Clinical Medicine
	Journal of Pediatric Surgery	Clinical Medicine
	Journal of Perinatology	Clinical Medicine
	Journal of Tropical Pediatrics	Clinical Medicine
	Klinische Pädiatrie	Clinical Medicine
	La Pediatria medica e chirurgica : Medical and surgical pediatrics	Clinical Medicine
	Medecine Therapeutique Pediatrie	Clinical Medicine
	Medico e Bambino	Clinical Medicine
	Minerva pediatrica	Clinical Medicine
	Monatsschrift Kinderheilkunde	Clinical Medicine
	Neonatology	Clinical Medicine
	Padiatrie und Grenzgebiete	Clinical Medicine
	Padiatrische Praxis	Clinical Medicine
	Paediatria Croatica	Clinical Medicine
	Paediatria Croatica, Supplement	Clinical Medicine
	Paediatric and perinatal drug therapy	Clinical Medicine
	Paediatric drugs	Clinical Medicine
	Paediatrics & Child Health	Clinical Medicine
	Pediatria Catalana	Clinical Medicine
	Pediatria Integral	Clinical Medicine
	Pediatria polska	Clinical Medicine
	Pediatric annals	Clinical Medicine
	Pediatric Clinics of North America	Clinical Medicine
	Pediatric Critical Care Medicine	Clinical Medicine
	Pediatric Endosurgery and Innovative Techniques	Clinical Medicine
	Pediatric Infectious Disease Journal	Clinical Medicine
	Pediatric Research	Clinical Medicine
	Pediatric Surgery International	Clinical Medicine
	Pediatrics	Clinical Medicine
	Pediatrics & Neonatology	Clinical Medicine
	Pediatrics in review / American Academy of Pediatrics	Clinical Medicine
	Pediatrics International	Clinical Medicine
	Pediatriya	Clinical Medicine
	Przeglad Pediatryczny	Clinical Medicine
	Revista cubana de pediatria	Clinical Medicine
	Revista espanola de pediatria	Clinical Medicine
	Rivista Italiana di Pediatria	Clinical Medicine
	Rivista italiana di pediatria = The Italian journal of pediatrics	Clinical Medicine
	Rivista Italiana di Pediatria-Italian Journal of Pediatrics	Clinical Medicine
	Seminars in Fetal & Neonatal Medicine	Clinical Medicine
	Seminars in Neonatology	Clinical Medicine
	Seminars in Pediatric Surgery	Clinical Medicine
	Soins Pediatrie/Puericulture	Clinical Medicine
	The Indian Journal of Pediatrics	Clinical Medicine
	The Journal of Pediatrics	Clinical Medicine
	The Turkish journal of pediatrics	Clinical Medicine
	Tijdschrift voor kindergeneeskunde	Clinical Medicine
	Zentralblatt für Kinderchirurgie	Clinical Medicine
	Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics	Clinical Medicine
	AAPS PharmSciTech	Clinical Medicine
	Acta Farmaceutica Bonaerense	Clinical Medicine
	Acta pharmaceutica (Zagreb, Croatia)	Clinical Medicine
	Acta pharmaceutica Hungarica	Clinical Medicine
	Acta Pharmaceutica Turcica	Clinical Medicine
	Acta pharmacologica Sinica	Clinical Medicine
	Acta poloniae pharmaceutica	Clinical Medicine
	Advanced Drug Delivery Reviews	Clinical Medicine
	Adverse Drug Reaction Bulletin	Clinical Medicine
	Adverse drug reactions and toxicological reviews	Clinical Medicine
	African Journal of Pharmacy and Pharmacology	Clinical Medicine
	American Journal of Drug Delivery	Clinical Medicine
	American Journal of Health-System Pharmacy	Clinical Medicine
	American journal of pharmacogenomics : genomics-related research in drug development and clinical practice	Clinical Medicine
	American Pharmaceutical Review	Clinical Medicine
	Anales de la Real Academia de Farmacia	Clinical Medicine
	Annales Pharmaceutiques Francaises	Clinical Medicine
	Annual Review of Pharmacology and Toxicology	Clinical Medicine
	Antisense & nucleic acid drug development	Clinical Medicine
	Archives of Pharmacal Research	Clinical Medicine
	Ars Pharmaceutica	Clinical Medicine
	Arzneimittel-Forschung	Clinical Medicine
	Asia Pacific Journal of Pharmacology	Clinical Medicine
	Atencion Farmaceutica	Clinical Medicine
	Australian Journal of Hospital Pharmacy	Clinical Medicine
	Australian Journal of Pharmacy	Clinical Medicine
	Autonomic & Autacoid Pharmacology	Clinical Medicine
	Basic and Clinical Pharmacology & Toxicology	Clinical Medicine
	Biochemical Pharmacology	Clinical Medicine
	Biological & pharmaceutical bulletin	Clinical Medicine
	Biomolecules & therapeutics	Clinical Medicine
	Biopharmaceutics and Drug Disposition	Clinical Medicine
	BMC Clinical Pharmacology	Clinical Medicine
	BMC Pharmacology	Clinical Medicine
	Bollettino chimico farmaceutico	Clinical Medicine
	British Journal of Clinical Pharmacology	Clinical Medicine
	British Journal of Clinical Pharmacology, Supplement	Clinical Medicine
	British Journal of Pharmacology	Clinical Medicine
	Canadian Pharmacists Journal	Clinical Medicine
	Ceska a Slovenska farmacie : casopis Ceske farmaceuticke spolecnosti a Slovenske farmaceuticke spolecnosti	Clinical Medicine
	Chinese Journal of Pharmacology and Toxicology	Clinical Medicine
	Chinese Pharmacological Bulletin	Clinical Medicine
	Ciencia y Tecnologia Pharmaceutica	Clinical Medicine
	Clinical drug investigation	Clinical Medicine
	Clinical pharmacokinetics	Clinical Medicine
	Clinical Pharmacology & Therapeutics (Nature)	Clinical Medicine
	Clinical Research and Regulatory Affairs (Informa)	Clinical Medicine
	CNS drug reviews	Clinical Medicine
	CPJ : Canadian pharmaceutical journal = RPC : la revue pharmaceutique canadienne	Clinical Medicine
	Critical Reviews in Therapuetic Drug Carrier Systems	Clinical Medicine
	Current clinical pharmacology	Clinical Medicine
	Current drug delivery	Clinical Medicine
	Current drug metabolism	Clinical Medicine
	Current drug safety	Clinical Medicine
	Current Drug Targets	Clinical Medicine
	Current drug therapy	Clinical Medicine
	Current Opinion in Central and Peripheral Nervous System Investigational Drugs	Clinical Medicine
	Current Opinion in Investigational Drugs	Clinical Medicine
	Current Opinion in Pharmacology	Clinical Medicine
	Current Pharmacogenomics	Clinical Medicine
	Current Therapeutic Research	Clinical Medicine
	Deutsche Apotheker-Zeitung	Clinical Medicine
	Die Pharmazeutische Industrie	Clinical Medicine
	Die Pharmazie	Clinical Medicine
	Drug and therapeutics bulletin	Clinical Medicine
	Drug Delivery	Clinical Medicine
	Drug Development Research	Clinical Medicine
	Drug Discovery Today: Targets	Clinical Medicine
	Drug Discovery Today: Technologies	Clinical Medicine
	Drug Discovery Today: Therapeutic Strategies	Clinical Medicine
	Drug metabolism and disposition: the biological fate of chemicals	Clinical Medicine
	Drug metabolism and drug interactions	Clinical Medicine
	Drug Metabolism and Pharmacokinetics	Clinical Medicine
	Drug metabolism letters	Clinical Medicine
	Drug Metabolism Reviews (Informa)	Clinical Medicine
	Drug news & perspectives	Clinical Medicine
	Drug safety : an international journal of medical toxicology and drug experience	Clinical Medicine
	Drug topics	Clinical Medicine
	Drugs	Clinical Medicine
	Drugs in R&D	Clinical Medicine
	Drugs made in Germany	Clinical Medicine
	Drugs of Today	Clinical Medicine
	Drugs under experimental and clinical research	Clinical Medicine
	Eksperimental'naia i klinicheskaia farmakologiia	Clinical Medicine
	Emerging Drugs	Clinical Medicine
	European Journal of Clinical Pharmacology	Clinical Medicine
	European journal of drug metabolism and pharmacokinetics	Clinical Medicine
	European Journal of Pharmaceutical Sciences	Clinical Medicine
	European Journal of Pharmaceutics and Biopharmaceutics	Clinical Medicine
	European Journal of Pharmacology	Clinical Medicine
	Evidence-Based Integrative Medicine	Clinical Medicine
	Expert Opinion on Drug Discovery	Clinical Medicine
	Expert Opinion on Drug Metabolism & Toxicology	Clinical Medicine
	Expert Opinion on Drug Safety	Clinical Medicine
	Expert Opinion on Emerging Drugs	Clinical Medicine
	Expert Opinion on Investigational Drugs	Clinical Medicine
	Expert Opinion on Pharmacotherapy	Clinical Medicine
	Expert review of clinical pharmacology	Clinical Medicine
	Fabad Journal of Pharmaceutical Sciences	Clinical Medicine
	Farmaceuticky obzor	Clinical Medicine
	Farmaceutski glasnik	Clinical Medicine
	Farmacevtski vestnik	Clinical Medicine
	Farmacia hospitalaria : organo oficial de expresion cientifica de la Sociedad Espanola de Farmacia Hospitalaria	Clinical Medicine
	Farmatsiia	Clinical Medicine
	Formulary (Cleveland, Ohio)	Clinical Medicine
	Fortschritte der Arzneimittelforschung. Progress in drug research. Progres des recherches pharmaceutiques	Clinical Medicine
	Fundamental & Clinical Pharmacology	Clinical Medicine
	Geneesmiddelenbulletin	Clinical Medicine
	General Pharmacology: The Vascular System	Clinical Medicine
	Giornale Italiano di Farmacia Clinica	Clinical Medicine
	Good Clinical Practice Journal	Clinical Medicine
	Hospital Pharmacist	Clinical Medicine
	Hospital pharmacy	Clinical Medicine
	Indian Drugs	Clinical Medicine
	Indian Journal of Pharmaceutical Sciences	Clinical Medicine
	Indian Journal of Pharmacology	Clinical Medicine
	InflammoPharmacology	Clinical Medicine
	International journal of clinical pharmacology and therapeutics	Clinical Medicine
	International journal of clinical pharmacology research	Clinical Medicine
	International Journal of Pharmaceutical Medicine	Clinical Medicine
	International Journal of Pharmaceutics	Clinical Medicine
	International Journal of Pharmacy Practice	Clinical Medicine
	International journal of tissue reactions	Clinical Medicine
	International Pharmacy Journal	Clinical Medicine
	Japanese Journal of Clinical Pharmacology and Therapeutics	Clinical Medicine
	Japanese journal of pharmacology	Clinical Medicine
	Japanese Pharmacology and Therapeutics	Clinical Medicine
	Journal de Pharmacie Clinique	Clinical Medicine
	Journal de pharmacie de Belgique	Clinical Medicine
	Journal of autonomic pharmacology	Clinical Medicine
	Journal of Cannabis Therapeutics	Clinical Medicine
	Journal of China Pharmaceutical University	Clinical Medicine
	Journal of Clinical Pharmacology	Clinical Medicine
	Journal of Clinical Pharmacy & Therapeutics	Clinical Medicine
	Journal of Clinical Research	Clinical Medicine
	Journal of Controlled Release	Clinical Medicine
	Journal of drug delivery science and technology	Clinical Medicine
	Journal of Drug Targeting (Informa)	Clinical Medicine
	Journal of Liposome Research (Informa)	Clinical Medicine
	Journal of Microencapsulation (Informa)	Clinical Medicine
	Journal of Pharmaceutical Innovation	Clinical Medicine
	Journal of Pharmaceutical Sciences	Clinical Medicine
	Journal of pharmacokinetics and biopharmaceutics	Clinical Medicine
	Journal of Pharmacokinetics and Pharmacodynamics	Clinical Medicine
	Journal of Pharmacological and Toxicological Methods	Clinical Medicine
	Journal of pharmacological sciences	Clinical Medicine
	Journal of pharmacy & pharmaceutical sciences : a publication of the Canadian Society for Pharmaceutical Sciences, Societe canadienne des sciences pharmaceutiques	Clinical Medicine
	Journal of Pharmacy and Pharmacology: An Internati Onal Journal of Pharmaceutical Science	Clinical Medicine
	Journal of Pharmacy Practice	Clinical Medicine
	Journal of Pharmacy Practice and Research	Clinical Medicine
	Journal of Physiology and Pharmacology	Clinical Medicine
	Journal of smooth muscle research = Nihon Heikatsukin Gakkai kikanshi	Clinical Medicine
